district,name,state,statename,timestamp,dataname,data
423,Shivpuri,23,Madhya Pradesh,09-04-2020,Cases,3
423,Shivpuri,23,Madhya Pradesh,09-04-2020,Deaths,0
424,Tikamgarh,23,Madhya Pradesh,09-04-2020,Cases,0
424,Tikamgarh,23,Madhya Pradesh,09-04-2020,Deaths,0
425,Chhatarpur,23,Madhya Pradesh,09-04-2020,Cases,0
425,Chhatarpur,23,Madhya Pradesh,09-04-2020,Deaths,0
426,Panna,23,Madhya Pradesh,09-04-2020,Cases,0
426,Panna,23,Madhya Pradesh,09-04-2020,Deaths,0
427,Sagar,23,Madhya Pradesh,09-04-2020,Cases,0
427,Sagar,23,Madhya Pradesh,09-04-2020,Deaths,0
428,Damoh,23,Madhya Pradesh,09-04-2020,Cases,0
428,Damoh,23,Madhya Pradesh,09-04-2020,Deaths,0
429,Satna,23,Madhya Pradesh,09-04-2020,Cases,1
429,Satna,23,Madhya Pradesh,09-04-2020,Deaths,0
430,Rewa,23,Madhya Pradesh,09-04-2020,Cases,0
430,Rewa,23,Madhya Pradesh,09-04-2020,Deaths,0
431,Umaria,23,Madhya Pradesh,09-04-2020,Cases,0
431,Umaria,23,Madhya Pradesh,09-04-2020,Deaths,0
432,Neemuch,23,Madhya Pradesh,09-04-2020,Cases,0
432,Neemuch,23,Madhya Pradesh,09-04-2020,Deaths,0
433,Mandsaur,23,Madhya Pradesh,09-04-2020,Cases,0
433,Mandsaur,23,Madhya Pradesh,09-04-2020,Deaths,0
434,Ratlam,23,Madhya Pradesh,09-04-2020,Cases,0
434,Ratlam,23,Madhya Pradesh,09-04-2020,Deaths,0
435,Ujjain,23,Madhya Pradesh,09-04-2020,Cases,15
435,Ujjain,23,Madhya Pradesh,09-04-2020,Deaths,2
436,Shajapur,23,Madhya Pradesh,09-04-2020,Cases,0
436,Shajapur,23,Madhya Pradesh,09-04-2020,Deaths,0
437,Dewas,23,Madhya Pradesh,09-04-2020,Cases,1
437,Dewas,23,Madhya Pradesh,09-04-2020,Deaths,1
438,Dhar,23,Madhya Pradesh,09-04-2020,Cases,1
438,Dhar,23,Madhya Pradesh,09-04-2020,Deaths,0
439,Indore,23,Madhya Pradesh,09-04-2020,Cases,213
439,Indore,23,Madhya Pradesh,09-04-2020,Deaths,20
440,West Nimar,23,Madhya Pradesh,09-04-2020,Cases,12
440,West Nimar,23,Madhya Pradesh,09-04-2020,Deaths,1
441,Barwani,23,Madhya Pradesh,09-04-2020,Cases,12
441,Barwani,23,Madhya Pradesh,09-04-2020,Deaths,0
442,Rajgarh,23,Madhya Pradesh,09-04-2020,Cases,0
442,Rajgarh,23,Madhya Pradesh,09-04-2020,Deaths,0
443,Vidisha,23,Madhya Pradesh,09-04-2020,Cases,1
443,Vidisha,23,Madhya Pradesh,09-04-2020,Deaths,0
444,Bhopal,23,Madhya Pradesh,09-04-2020,Cases,94
444,Bhopal,23,Madhya Pradesh,09-04-2020,Deaths,1
445,Sehore,23,Madhya Pradesh,09-04-2020,Cases,0
445,Sehore,23,Madhya Pradesh,09-04-2020,Deaths,0
446,Raisen,23,Madhya Pradesh,09-04-2020,Cases,1
446,Raisen,23,Madhya Pradesh,09-04-2020,Deaths,0
447,Betul,23,Madhya Pradesh,09-04-2020,Cases,1
447,Betul,23,Madhya Pradesh,09-04-2020,Deaths,0
448,Harda,23,Madhya Pradesh,09-04-2020,Cases,0
448,Harda,23,Madhya Pradesh,09-04-2020,Deaths,0
449,Hoshangabad,23,Madhya Pradesh,09-04-2020,Cases,1
449,Hoshangabad,23,Madhya Pradesh,09-04-2020,Deaths,0
450,Katni,23,Madhya Pradesh,09-04-2020,Cases,0
450,Katni,23,Madhya Pradesh,09-04-2020,Deaths,0
451,Jabalpur,23,Madhya Pradesh,09-04-2020,Cases,9
451,Jabalpur,23,Madhya Pradesh,09-04-2020,Deaths,0
452,Narsimhapur,23,Madhya Pradesh,09-04-2020,Cases,0
452,Narsimhapur,23,Madhya Pradesh,09-04-2020,Deaths,0
453,Dindori,23,Madhya Pradesh,09-04-2020,Cases,0
453,Dindori,23,Madhya Pradesh,09-04-2020,Deaths,0
454,Mandla,23,Madhya Pradesh,09-04-2020,Cases,0
454,Mandla,23,Madhya Pradesh,09-04-2020,Deaths,0
455,Chhindwara,23,Madhya Pradesh,09-04-2020,Cases,2
455,Chhindwara,23,Madhya Pradesh,09-04-2020,Deaths,1
456,Seoni,23,Madhya Pradesh,09-04-2020,Cases,0
456,Seoni,23,Madhya Pradesh,09-04-2020,Deaths,0
457,Balaghat,23,Madhya Pradesh,09-04-2020,Cases,0
457,Balaghat,23,Madhya Pradesh,09-04-2020,Deaths,0
458,Guna,23,Madhya Pradesh,09-04-2020,Cases,0
458,Guna,23,Madhya Pradesh,09-04-2020,Deaths,0
459,Ashoknagar,23,Madhya Pradesh,09-04-2020,Cases,0
459,Ashoknagar,23,Madhya Pradesh,09-04-2020,Deaths,0
460,Shahdol,23,Madhya Pradesh,09-04-2020,Cases,0
460,Shahdol,23,Madhya Pradesh,09-04-2020,Deaths,0
461,Anuppur,23,Madhya Pradesh,09-04-2020,Cases,0
461,Anuppur,23,Madhya Pradesh,09-04-2020,Deaths,0
462,Sidhi,23,Madhya Pradesh,09-04-2020,Cases,0
462,Sidhi,23,Madhya Pradesh,09-04-2020,Deaths,0
463,Singrauli,23,Madhya Pradesh,09-04-2020,Cases,0
463,Singrauli,23,Madhya Pradesh,09-04-2020,Deaths,0
464,Jhabua,23,Madhya Pradesh,09-04-2020,Cases,0
464,Jhabua,23,Madhya Pradesh,09-04-2020,Deaths,0
465,Alirajpur,23,Madhya Pradesh,09-04-2020,Cases,0
465,Alirajpur,23,Madhya Pradesh,09-04-2020,Deaths,0
466,East Nimar,23,Madhya Pradesh,09-04-2020,Cases,6
466,East Nimar,23,Madhya Pradesh,09-04-2020,Deaths,0
467,Burhanpur,23,Madhya Pradesh,09-04-2020,Cases,0
467,Burhanpur,23,Madhya Pradesh,09-04-2020,Deaths,0
468,Kachchh,24,Gujarat,09-04-2020,Cases,2
468,Kachchh,24,Gujarat,09-04-2020,Deaths,0
469,Banas Kantha,24,Gujarat,09-04-2020,Cases,0
469,Banas Kantha,24,Gujarat,09-04-2020,Deaths,0
470,Patan,24,Gujarat,09-04-2020,Cases,12
470,Patan,24,Gujarat,09-04-2020,Deaths,1
471,Mahesana,24,Gujarat,09-04-2020,Cases,2
471,Mahesana,24,Gujarat,09-04-2020,Deaths,0
472,Sabar Kantha,24,Gujarat,09-04-2020,Cases,1
472,Sabar Kantha,24,Gujarat,09-04-2020,Deaths,0
473,Gandhinagar,24,Gujarat,09-04-2020,Cases,11
473,Gandhinagar,24,Gujarat,09-04-2020,Deaths,0
474,Ahmadabad,24,Gujarat,09-04-2020,Cases,142
474,Ahmadabad,24,Gujarat,09-04-2020,Deaths,6
475,Surendranagar,24,Gujarat,09-04-2020,Cases,0
475,Surendranagar,24,Gujarat,09-04-2020,Deaths,0
476,Rajkot,24,Gujarat,09-04-2020,Cases,13
476,Rajkot,24,Gujarat,09-04-2020,Deaths,0
477,Jamnagar,24,Gujarat,09-04-2020,Cases,1
477,Jamnagar,24,Gujarat,09-04-2020,Deaths,1
478,Porbandar,24,Gujarat,09-04-2020,Cases,3
478,Porbandar,24,Gujarat,09-04-2020,Deaths,0
479,Junagadh,24,Gujarat,09-04-2020,Cases,0
479,Junagadh,24,Gujarat,09-04-2020,Deaths,0
480,Amreli,24,Gujarat,09-04-2020,Cases,0
480,Amreli,24,Gujarat,09-04-2020,Deaths,0
481,Bhavnagar,24,Gujarat,09-04-2020,Cases,17
481,Bhavnagar,24,Gujarat,09-04-2020,Deaths,5
482,Anand,24,Gujarat,09-04-2020,Cases,2
482,Anand,24,Gujarat,09-04-2020,Deaths,0
483,Kheda,24,Gujarat,09-04-2020,Cases,0
483,Kheda,24,Gujarat,09-04-2020,Deaths,0
484,Panch Mahals,24,Gujarat,09-04-2020,Cases,1
484,Panch Mahals,24,Gujarat,09-04-2020,Deaths,0
485,Dohad,24,Gujarat,09-04-2020,Cases,1
485,Dohad,24,Gujarat,09-04-2020,Deaths,0
486,Vadodara,24,Gujarat,09-04-2020,Cases,22
486,Vadodara,24,Gujarat,09-04-2020,Deaths,2
487,Narmada,24,Gujarat,09-04-2020,Cases,0
487,Narmada,24,Gujarat,09-04-2020,Deaths,0
488,Bharuch,24,Gujarat,09-04-2020,Cases,0
488,Bharuch,24,Gujarat,09-04-2020,Deaths,0
489,The Dangs,24,Gujarat,09-04-2020,Cases,0
489,The Dangs,24,Gujarat,09-04-2020,Deaths,0
490,Navsari,24,Gujarat,09-04-2020,Cases,0
490,Navsari,24,Gujarat,09-04-2020,Deaths,0
491,Valsad,24,Gujarat,09-04-2020,Cases,0
491,Valsad,24,Gujarat,09-04-2020,Deaths,0
492,Surat,24,Gujarat,09-04-2020,Cases,24
492,Surat,24,Gujarat,09-04-2020,Deaths,4
493,Tapi,24,Gujarat,09-04-2020,Cases,0
493,Tapi,24,Gujarat,09-04-2020,Deaths,0
494,Diu,25,Daman & Diu,09-04-2020,Cases,0
494,Diu,25,Daman & Diu,09-04-2020,Deaths,0
495,Daman,25,Daman & Diu,09-04-2020,Cases,0
495,Daman,25,Daman & Diu,09-04-2020,Deaths,0
496,Dadra & Nagar Haveli,26,Dadra & Nagar Haveli,09-04-2020,Cases,1
496,Dadra & Nagar Haveli,26,Dadra & Nagar Haveli,09-04-2020,Deaths,0
497,Nandurbar,27,Maharashtra,09-04-2020,Cases,0
497,Nandurbar,27,Maharashtra,09-04-2020,Deaths,0
498,Dhule,27,Maharashtra,09-04-2020,Cases,0
498,Dhule,27,Maharashtra,09-04-2020,Deaths,0
499,Jalgaon,27,Maharashtra,09-04-2020,Cases,2
499,Jalgaon,27,Maharashtra,09-04-2020,Deaths,1
500,Buldana,27,Maharashtra,09-04-2020,Cases,9
500,Buldana,27,Maharashtra,09-04-2020,Deaths,1
501,Akola,27,Maharashtra,09-04-2020,Cases,0
501,Akola,27,Maharashtra,09-04-2020,Deaths,0
502,Washim,27,Maharashtra,09-04-2020,Cases,1
502,Washim,27,Maharashtra,09-04-2020,Deaths,0
503,Amravati,27,Maharashtra,09-04-2020,Cases,1
503,Amravati,27,Maharashtra,09-04-2020,Deaths,1
504,Wardha,27,Maharashtra,09-04-2020,Cases,0
504,Wardha,27,Maharashtra,09-04-2020,Deaths,0
505,Nagpur,27,Maharashtra,09-04-2020,Cases,20
505,Nagpur,27,Maharashtra,09-04-2020,Deaths,1
506,Bhandara,27,Maharashtra,09-04-2020,Cases,0
506,Bhandara,27,Maharashtra,09-04-2020,Deaths,0
507,Gondiya,27,Maharashtra,09-04-2020,Cases,1
507,Gondiya,27,Maharashtra,09-04-2020,Deaths,0
508,Gadchiroli,27,Maharashtra,09-04-2020,Cases,0
508,Gadchiroli,27,Maharashtra,09-04-2020,Deaths,0
509,Chandrapur,27,Maharashtra,09-04-2020,Cases,0
509,Chandrapur,27,Maharashtra,09-04-2020,Deaths,0
510,Yavatmal,27,Maharashtra,09-04-2020,Cases,5
510,Yavatmal,27,Maharashtra,09-04-2020,Deaths,0
511,Nanded,27,Maharashtra,09-04-2020,Cases,0
511,Nanded,27,Maharashtra,09-04-2020,Deaths,0
512,Hingoli,27,Maharashtra,09-04-2020,Cases,1
512,Hingoli,27,Maharashtra,09-04-2020,Deaths,0
513,Parbhani,27,Maharashtra,09-04-2020,Cases,0
513,Parbhani,27,Maharashtra,09-04-2020,Deaths,0
514,Jalna,27,Maharashtra,09-04-2020,Cases,1
514,Jalna,27,Maharashtra,09-04-2020,Deaths,0
515,Aurangabad,27,Maharashtra,09-04-2020,Cases,16
515,Aurangabad,27,Maharashtra,09-04-2020,Deaths,2
516,Nashik,27,Maharashtra,09-04-2020,Cases,2
516,Nashik,27,Maharashtra,09-04-2020,Deaths,0
517,Thane,27,Maharashtra,09-04-2020,Cases,101
517,Thane,27,Maharashtra,09-04-2020,Deaths,6
518,Mumbai Suburban,27,Maharashtra,09-04-2020,Cases,4
518,Mumbai Suburban,27,Maharashtra,09-04-2020,Deaths,1
519,Mumbai,27,Maharashtra,09-04-2020,Cases,847
519,Mumbai,27,Maharashtra,09-04-2020,Deaths,56
520,Raigarh,27,Maharashtra,09-04-2020,Cases,2
520,Raigarh,27,Maharashtra,09-04-2020,Deaths,0
521,Pune,27,Maharashtra,09-04-2020,Cases,202
521,Pune,27,Maharashtra,09-04-2020,Deaths,13
522,Ahmadnagar,27,Maharashtra,09-04-2020,Cases,28
522,Ahmadnagar,27,Maharashtra,09-04-2020,Deaths,0
523,Bid,27,Maharashtra,09-04-2020,Cases,0
523,Bid,27,Maharashtra,09-04-2020,Deaths,0
524,Latur,27,Maharashtra,09-04-2020,Cases,8
524,Latur,27,Maharashtra,09-04-2020,Deaths,0
525,Osmanabad,27,Maharashtra,09-04-2020,Cases,4
525,Osmanabad,27,Maharashtra,09-04-2020,Deaths,0
526,Solapur,27,Maharashtra,09-04-2020,Cases,0
526,Solapur,27,Maharashtra,09-04-2020,Deaths,0
527,Satara,27,Maharashtra,09-04-2020,Cases,5
527,Satara,27,Maharashtra,09-04-2020,Deaths,0
528,Ratnagiri,27,Maharashtra,09-04-2020,Cases,3
528,Ratnagiri,27,Maharashtra,09-04-2020,Deaths,0
529,Sindhudurg,27,Maharashtra,09-04-2020,Cases,2
529,Sindhudurg,27,Maharashtra,09-04-2020,Deaths,0
530,Kolhapur,27,Maharashtra,09-04-2020,Cases,2
530,Kolhapur,27,Maharashtra,09-04-2020,Deaths,0
531,Sangli,27,Maharashtra,09-04-2020,Cases,26
531,Sangli,27,Maharashtra,09-04-2020,Deaths,0
532,Adilabad,36,Telangana,09-04-2020,Cases,1
532,Adilabad,36,Telangana,09-04-2020,Deaths,0
533,Nizamabad,36,Telangana,09-04-2020,Cases,13
533,Nizamabad,36,Telangana,09-04-2020,Deaths,1
534,Karimnagar,36,Telangana,09-04-2020,Cases,3
534,Karimnagar,36,Telangana,09-04-2020,Deaths,0
535,Medak,36,Telangana,09-04-2020,Cases,1
535,Medak,36,Telangana,09-04-2020,Deaths,0
536,Hyderabad,36,Telangana,09-04-2020,Cases,162
536,Hyderabad,36,Telangana,09-04-2020,Deaths,6
537,Rangareddy,36,Telangana,09-04-2020,Cases,7
537,Rangareddy,36,Telangana,09-04-2020,Deaths,0
538,Mahabubnagar,36,Telangana,09-04-2020,Cases,5
538,Mahabubnagar,36,Telangana,09-04-2020,Deaths,0
539,Nalgonda,36,Telangana,09-04-2020,Cases,7
539,Nalgonda,36,Telangana,09-04-2020,Deaths,0
540,Warangal Urban,36,Telangana,09-04-2020,Cases,1
540,Warangal Urban,36,Telangana,09-04-2020,Deaths,0
541,Khammam,36,Telangana,09-04-2020,Cases,3
541,Khammam,36,Telangana,09-04-2020,Deaths,0
542,Srikakulam,28,Andhra Pradesh,09-04-2020,Cases,0
542,Srikakulam,28,Andhra Pradesh,09-04-2020,Deaths,0
543,Vizianagaram,28,Andhra Pradesh,09-04-2020,Cases,0
543,Vizianagaram,28,Andhra Pradesh,09-04-2020,Deaths,0
544,Visakhapatnam,28,Andhra Pradesh,09-04-2020,Cases,20
544,Visakhapatnam,28,Andhra Pradesh,09-04-2020,Deaths,0
545,East Godavari,28,Andhra Pradesh,09-04-2020,Cases,12
545,East Godavari,28,Andhra Pradesh,09-04-2020,Deaths,0
546,West Godavari,28,Andhra Pradesh,09-04-2020,Cases,22
546,West Godavari,28,Andhra Pradesh,09-04-2020,Deaths,0
547,Krishna,28,Andhra Pradesh,09-04-2020,Cases,35
547,Krishna,28,Andhra Pradesh,09-04-2020,Deaths,2
548,Guntur,28,Andhra Pradesh,09-04-2020,Cases,51
548,Guntur,28,Andhra Pradesh,09-04-2020,Deaths,0
549,Prakasam,28,Andhra Pradesh,09-04-2020,Cases,38
549,Prakasam,28,Andhra Pradesh,09-04-2020,Deaths,0
550,Sri Potti Sriramulu Nell*,28,Andhra Pradesh,09-04-2020,Cases,49
550,Sri Potti Sriramulu Nell*,28,Andhra Pradesh,09-04-2020,Deaths,0
551,Y.S.R.,28,Andhra Pradesh,09-04-2020,Cases,29
551,Y.S.R.,28,Andhra Pradesh,09-04-2020,Deaths,0
552,Kurnool,28,Andhra Pradesh,09-04-2020,Cases,75
552,Kurnool,28,Andhra Pradesh,09-04-2020,Deaths,0
553,Anantapur,28,Andhra Pradesh,09-04-2020,Cases,13
553,Anantapur,28,Andhra Pradesh,09-04-2020,Deaths,1
554,Chittoor,28,Andhra Pradesh,09-04-2020,Cases,20
554,Chittoor,28,Andhra Pradesh,09-04-2020,Deaths,0
555,Belgaum,29,Karnataka,09-04-2020,Cases,6
555,Belgaum,29,Karnataka,09-04-2020,Deaths,0
556,Bagalkot,29,Karnataka,09-04-2020,Cases,7
556,Bagalkot,29,Karnataka,09-04-2020,Deaths,1
557,Bijapur,29,Karnataka,09-04-2020,Cases,0
557,Bijapur,29,Karnataka,09-04-2020,Deaths,0
558,Bidar,29,Karnataka,09-04-2020,Cases,11
558,Bidar,29,Karnataka,09-04-2020,Deaths,0
559,Raichur,29,Karnataka,09-04-2020,Cases,0
559,Raichur,29,Karnataka,09-04-2020,Deaths,0
560,Koppal,29,Karnataka,09-04-2020,Cases,0
560,Koppal,29,Karnataka,09-04-2020,Deaths,0
561,Gadag,29,Karnataka,09-04-2020,Cases,1
561,Gadag,29,Karnataka,09-04-2020,Deaths,1
562,Dharwad,29,Karnataka,09-04-2020,Cases,2
562,Dharwad,29,Karnataka,09-04-2020,Deaths,0
563,Uttara Kannada,29,Karnataka,09-04-2020,Cases,9
563,Uttara Kannada,29,Karnataka,09-04-2020,Deaths,0
564,Haveri,29,Karnataka,09-04-2020,Cases,0
564,Haveri,29,Karnataka,09-04-2020,Deaths,0
565,Bellary,29,Karnataka,09-04-2020,Cases,6
565,Bellary,29,Karnataka,09-04-2020,Deaths,0
566,Chitradurga,29,Karnataka,09-04-2020,Cases,1
566,Chitradurga,29,Karnataka,09-04-2020,Deaths,0
567,Davanagere,29,Karnataka,09-04-2020,Cases,2
567,Davanagere,29,Karnataka,09-04-2020,Deaths,0
568,Shimoga,29,Karnataka,09-04-2020,Cases,0
568,Shimoga,29,Karnataka,09-04-2020,Deaths,0
569,Udupi,29,Karnataka,09-04-2020,Cases,4
569,Udupi,29,Karnataka,09-04-2020,Deaths,0
570,Chikmagalur,29,Karnataka,09-04-2020,Cases,0
570,Chikmagalur,29,Karnataka,09-04-2020,Deaths,0
571,Tumkur,29,Karnataka,09-04-2020,Cases,2
571,Tumkur,29,Karnataka,09-04-2020,Deaths,1
572,Bangalore,29,Karnataka,09-04-2020,Cases,47
572,Bangalore,29,Karnataka,09-04-2020,Deaths,0
573,Mandya,29,Karnataka,09-04-2020,Cases,5
573,Mandya,29,Karnataka,09-04-2020,Deaths,0
574,Hassan,29,Karnataka,09-04-2020,Cases,0
574,Hassan,29,Karnataka,09-04-2020,Deaths,0
575,Dakshina Kannada,29,Karnataka,09-04-2020,Cases,11
575,Dakshina Kannada,29,Karnataka,09-04-2020,Deaths,0
576,Kodagu,29,Karnataka,09-04-2020,Cases,1
576,Kodagu,29,Karnataka,09-04-2020,Deaths,0
577,Mysore,29,Karnataka,09-04-2020,Cases,36
577,Mysore,29,Karnataka,09-04-2020,Deaths,0
578,Chamarajanagar,29,Karnataka,09-04-2020,Cases,0
578,Chamarajanagar,29,Karnataka,09-04-2020,Deaths,0
579,Gulbarga,29,Karnataka,09-04-2020,Cases,7
579,Gulbarga,29,Karnataka,09-04-2020,Deaths,2
580,Yadgir,29,Karnataka,09-04-2020,Cases,0
580,Yadgir,29,Karnataka,09-04-2020,Deaths,0
581,Kolar,29,Karnataka,09-04-2020,Cases,0
581,Kolar,29,Karnataka,09-04-2020,Deaths,0
582,Chikkaballapura,29,Karnataka,09-04-2020,Cases,11
582,Chikkaballapura,29,Karnataka,09-04-2020,Deaths,1
583,Bangalore Rural,29,Karnataka,09-04-2020,Cases,19
583,Bangalore Rural,29,Karnataka,09-04-2020,Deaths,0
584,Ramanagara,29,Karnataka,09-04-2020,Cases,0
584,Ramanagara,29,Karnataka,09-04-2020,Deaths,0
585,North Goa,30,Goa,09-04-2020,Cases,5
585,North Goa,30,Goa,09-04-2020,Deaths,0
586,South Goa,30,Goa,09-04-2020,Cases,2
586,South Goa,30,Goa,09-04-2020,Deaths,0
587,Lakshadweep,31,Lakshadweep,09-04-2020,Cases,0
587,Lakshadweep,31,Lakshadweep,09-04-2020,Deaths,0
588,Kasaragod,32,Kerala,09-04-2020,Cases,163
588,Kasaragod,32,Kerala,09-04-2020,Deaths,0
589,Kannur,32,Kerala,09-04-2020,Cases,61
589,Kannur,32,Kerala,09-04-2020,Deaths,0
590,Wayanad,32,Kerala,09-04-2020,Cases,3
590,Wayanad,32,Kerala,09-04-2020,Deaths,0
591,Kozhikode,32,Kerala,09-04-2020,Cases,12
591,Kozhikode,32,Kerala,09-04-2020,Deaths,0
592,Malappuram,32,Kerala,09-04-2020,Cases,18
592,Malappuram,32,Kerala,09-04-2020,Deaths,0
593,Palakkad,32,Kerala,09-04-2020,Cases,8
593,Palakkad,32,Kerala,09-04-2020,Deaths,0
594,Thrissur,32,Kerala,09-04-2020,Cases,13
594,Thrissur,32,Kerala,09-04-2020,Deaths,0
595,Ernakulam,32,Kerala,09-04-2020,Cases,24
595,Ernakulam,32,Kerala,09-04-2020,Deaths,1
596,Idukki,32,Kerala,09-04-2020,Cases,9
596,Idukki,32,Kerala,09-04-2020,Deaths,0
597,Kottayam,32,Kerala,09-04-2020,Cases,1
597,Kottayam,32,Kerala,09-04-2020,Deaths,0
598,Alappuzha,32,Kerala,09-04-2020,Cases,5
598,Alappuzha,32,Kerala,09-04-2020,Deaths,0
599,Pathanamthitta,32,Kerala,09-04-2020,Cases,18
599,Pathanamthitta,32,Kerala,09-04-2020,Deaths,0
600,Kollam,32,Kerala,09-04-2020,Cases,9
600,Kollam,32,Kerala,09-04-2020,Deaths,0
601,Thiruvananthapuram,32,Kerala,09-04-2020,Cases,15
601,Thiruvananthapuram,32,Kerala,09-04-2020,Deaths,1
602,Thiruvallur,33,Tamil Nadu,09-04-2020,Cases,13
602,Thiruvallur,33,Tamil Nadu,09-04-2020,Deaths,0
603,Chennai,33,Tamil Nadu,09-04-2020,Cases,163
603,Chennai,33,Tamil Nadu,09-04-2020,Deaths,4
604,Kancheepuram,33,Tamil Nadu,09-04-2020,Cases,31
604,Kancheepuram,33,Tamil Nadu,09-04-2020,Deaths,0
605,Vellore,33,Tamil Nadu,09-04-2020,Cases,54
605,Vellore,33,Tamil Nadu,09-04-2020,Deaths,1
606,Tiruvannamalai,33,Tamil Nadu,09-04-2020,Cases,8
606,Tiruvannamalai,33,Tamil Nadu,09-04-2020,Deaths,0
607,Viluppuram,33,Tamil Nadu,09-04-2020,Cases,24
607,Viluppuram,33,Tamil Nadu,09-04-2020,Deaths,1
608,Salem,33,Tamil Nadu,09-04-2020,Cases,10
608,Salem,33,Tamil Nadu,09-04-2020,Deaths,0
609,Namakkal,33,Tamil Nadu,09-04-2020,Cases,41
609,Namakkal,33,Tamil Nadu,09-04-2020,Deaths,0
610,Erode,33,Tamil Nadu,09-04-2020,Cases,56
610,Erode,33,Tamil Nadu,09-04-2020,Deaths,0
611,The Nilgiris,33,Tamil Nadu,09-04-2020,Cases,4
611,The Nilgiris,33,Tamil Nadu,09-04-2020,Deaths,0
612,Dindigul,33,Tamil Nadu,09-04-2020,Cases,46
612,Dindigul,33,Tamil Nadu,09-04-2020,Deaths,0
613,Karur,33,Tamil Nadu,09-04-2020,Cases,22
613,Karur,33,Tamil Nadu,09-04-2020,Deaths,0
614,Tiruchirappalli,33,Tamil Nadu,09-04-2020,Cases,37
614,Tiruchirappalli,33,Tamil Nadu,09-04-2020,Deaths,0
615,Perambalur,33,Tamil Nadu,09-04-2020,Cases,1
615,Perambalur,33,Tamil Nadu,09-04-2020,Deaths,0
616,Ariyalur,33,Tamil Nadu,09-04-2020,Cases,2
616,Ariyalur,33,Tamil Nadu,09-04-2020,Deaths,0
617,Cuddalore,33,Tamil Nadu,09-04-2020,Cases,13
617,Cuddalore,33,Tamil Nadu,09-04-2020,Deaths,0
618,Nagapattinam,33,Tamil Nadu,09-04-2020,Cases,12
618,Nagapattinam,33,Tamil Nadu,09-04-2020,Deaths,0
619,Thiruvarur,33,Tamil Nadu,09-04-2020,Cases,13
619,Thiruvarur,33,Tamil Nadu,09-04-2020,Deaths,0
620,Thanjavur,33,Tamil Nadu,09-04-2020,Cases,11
620,Thanjavur,33,Tamil Nadu,09-04-2020,Deaths,0
621,Pudukkottai,33,Tamil Nadu,09-04-2020,Cases,0
621,Pudukkottai,33,Tamil Nadu,09-04-2020,Deaths,0
622,Sivaganga,33,Tamil Nadu,09-04-2020,Cases,6
622,Sivaganga,33,Tamil Nadu,09-04-2020,Deaths,0
623,Madurai,33,Tamil Nadu,09-04-2020,Cases,25
623,Madurai,33,Tamil Nadu,09-04-2020,Deaths,1
624,Theni,33,Tamil Nadu,09-04-2020,Cases,41
624,Theni,33,Tamil Nadu,09-04-2020,Deaths,1
625,Virudhunagar,33,Tamil Nadu,09-04-2020,Cases,11
625,Virudhunagar,33,Tamil Nadu,09-04-2020,Deaths,0
626,Ramanathapuram,33,Tamil Nadu,09-04-2020,Cases,2
626,Ramanathapuram,33,Tamil Nadu,09-04-2020,Deaths,0
627,Thoothukkudi,33,Tamil Nadu,09-04-2020,Cases,22
627,Thoothukkudi,33,Tamil Nadu,09-04-2020,Deaths,0
628,Tirunelveli,33,Tamil Nadu,09-04-2020,Cases,60
628,Tirunelveli,33,Tamil Nadu,09-04-2020,Deaths,0
629,Kanniyakumari,33,Tamil Nadu,09-04-2020,Cases,14
629,Kanniyakumari,33,Tamil Nadu,09-04-2020,Deaths,0
630,Dharmapuri,33,Tamil Nadu,09-04-2020,Cases,0
630,Dharmapuri,33,Tamil Nadu,09-04-2020,Deaths,0
631,Krishnagiri,33,Tamil Nadu,09-04-2020,Cases,0
631,Krishnagiri,33,Tamil Nadu,09-04-2020,Deaths,0
632,Coimbatore,33,Tamil Nadu,09-04-2020,Cases,66
632,Coimbatore,33,Tamil Nadu,09-04-2020,Deaths,0
633,Tiruppur,33,Tamil Nadu,09-04-2020,Cases,26
633,Tiruppur,33,Tamil Nadu,09-04-2020,Deaths,0
634,Yanam,34,Puducherry,09-04-2020,Cases,0
634,Yanam,34,Puducherry,09-04-2020,Deaths,0
635,Puducherry,34,Puducherry,09-04-2020,Cases,2
635,Puducherry,34,Puducherry,09-04-2020,Deaths,0
636,Mahe,34,Puducherry,09-04-2020,Cases,1
636,Mahe,34,Puducherry,09-04-2020,Deaths,0
637,Karaikal,34,Puducherry,09-04-2020,Cases,0
637,Karaikal,34,Puducherry,09-04-2020,Deaths,0
638,Nicobars,35,Andaman & Nicobar Islands,09-04-2020,Cases,0
638,Nicobars,35,Andaman & Nicobar Islands,09-04-2020,Deaths,0
639,North  & Middle Andaman,35,Andaman & Nicobar Islands,09-04-2020,Cases,1
639,North  & Middle Andaman,35,Andaman & Nicobar Islands,09-04-2020,Deaths,0
640,South Andaman,35,Andaman & Nicobar Islands,09-04-2020,Cases,10
640,South Andaman,35,Andaman & Nicobar Islands,09-04-2020,Deaths,0
701,Fazilka,3,Punjab,09-04-2020,Cases,0
701,Fazilka,3,Punjab,09-04-2020,Deaths,0
702,Shahdara,7,NCT of Delhi,09-04-2020,Cases,2
702,Shahdara,7,NCT of Delhi,09-04-2020,Deaths,0
703,South East Delhi,7,NCT of Delhi,09-04-2020,Cases,3
703,South East Delhi,7,NCT of Delhi,09-04-2020,Deaths,0
704,Shamli,9,Uttar Pradesh,09-04-2020,Cases,0
