,fips,county_name,state_name,county_state
539,13305,Wayne County,Georgia,Wayne-Georgia
540,13307,Webster County,Georgia,Webster-Georgia
541,13309,Wheeler County,Georgia,Wheeler-Georgia
542,13311,White County,Georgia,White-Georgia
543,13313,Whitfield County,Georgia,Whitfield-Georgia
544,13315,Wilcox County,Georgia,Wilcox-Georgia
545,13317,Wilkes County,Georgia,Wilkes-Georgia
546,13319,Wilkinson County,Georgia,Wilkinson-Georgia
547,13321,Worth County,Georgia,Worth-Georgia
548,15001,Hawaii County,Hawaii,Hawaii-Hawaii
549,15003,Honolulu County,Hawaii,Honolulu-Hawaii
550,15005,Kalawao County,Hawaii,Kalawao-Hawaii
551,15007,Kauai County,Hawaii,Kauai-Hawaii
552,15009,Maui County,Hawaii,Maui-Hawaii
553,16001,Ada County,Idaho,Ada-Idaho
554,16003,Adams County,Idaho,Adams-Idaho
555,16005,Bannock County,Idaho,Bannock-Idaho
556,16007,Bear Lake County,Idaho,Bear Lake-Idaho
557,16009,Benewah County,Idaho,Benewah-Idaho
558,16011,Bingham County,Idaho,Bingham-Idaho
559,16013,Blaine County,Idaho,Blaine-Idaho
560,16015,Boise County,Idaho,Boise-Idaho
561,16017,Bonner County,Idaho,Bonner-Idaho
562,16019,Bonneville County,Idaho,Bonneville-Idaho
563,16021,Boundary County,Idaho,Boundary-Idaho
564,16023,Butte County,Idaho,Butte-Idaho
565,16025,Camas County,Idaho,Camas-Idaho
566,16027,Canyon County,Idaho,Canyon-Idaho
567,16029,Caribou County,Idaho,Caribou-Idaho
568,16031,Cassia County,Idaho,Cassia-Idaho
569,16033,Clark County,Idaho,Clark-Idaho
570,16035,Clearwater County,Idaho,Clearwater-Idaho
571,16037,Custer County,Idaho,Custer-Idaho
572,16039,Elmore County,Idaho,Elmore-Idaho
573,16041,Franklin County,Idaho,Franklin-Idaho
574,16043,Fremont County,Idaho,Fremont-Idaho
575,16045,Gem County,Idaho,Gem-Idaho
576,16047,Gooding County,Idaho,Gooding-Idaho
577,16049,Idaho County,Idaho,Idaho-Idaho
578,16051,Jefferson County,Idaho,Jefferson-Idaho
579,16053,Jerome County,Idaho,Jerome-Idaho
580,16055,Kootenai County,Idaho,Kootenai-Idaho
581,16057,Latah County,Idaho,Latah-Idaho
582,16059,Lemhi County,Idaho,Lemhi-Idaho
583,16061,Lewis County,Idaho,Lewis-Idaho
584,16063,Lincoln County,Idaho,Lincoln-Idaho
585,16065,Madison County,Idaho,Madison-Idaho
586,16067,Minidoka County,Idaho,Minidoka-Idaho
587,16069,Nez Perce County,Idaho,Nez Perce-Idaho
588,16071,Oneida County,Idaho,Oneida-Idaho
589,16073,Owyhee County,Idaho,Owyhee-Idaho
590,16075,Payette County,Idaho,Payette-Idaho
591,16077,Power County,Idaho,Power-Idaho
592,16079,Shoshone County,Idaho,Shoshone-Idaho
593,16081,Teton County,Idaho,Teton-Idaho
594,16083,Twin Falls County,Idaho,Twin Falls-Idaho
595,16085,Valley County,Idaho,Valley-Idaho
596,16087,Washington County,Idaho,Washington-Idaho
597,17001,Adams County,Illinois,Adams-Illinois
598,17003,Alexander County,Illinois,Alexander-Illinois
599,17005,Bond County,Illinois,Bond-Illinois
600,17007,Boone County,Illinois,Boone-Illinois
601,17009,Brown County,Illinois,Brown-Illinois
602,17011,Bureau County,Illinois,Bureau-Illinois
603,17013,Calhoun County,Illinois,Calhoun-Illinois
604,17015,Carroll County,Illinois,Carroll-Illinois
605,17017,Cass County,Illinois,Cass-Illinois
606,17019,Champaign County,Illinois,Champaign-Illinois
607,17021,Christian County,Illinois,Christian-Illinois
608,17023,Clark County,Illinois,Clark-Illinois
609,17025,Clay County,Illinois,Clay-Illinois
610,17027,Clinton County,Illinois,Clinton-Illinois
611,17029,Coles County,Illinois,Coles-Illinois
612,17031,Cook County,Illinois,Cook-Illinois
613,17033,Crawford County,Illinois,Crawford-Illinois
614,17035,Cumberland County,Illinois,Cumberland-Illinois
615,17037,DeKalb County,Illinois,DeKalb-Illinois
616,17039,De Witt County,Illinois,De Witt-Illinois
617,17041,Douglas County,Illinois,Douglas-Illinois
618,17043,DuPage County,Illinois,DuPage-Illinois
619,17045,Edgar County,Illinois,Edgar-Illinois
620,17047,Edwards County,Illinois,Edwards-Illinois
621,17049,Effingham County,Illinois,Effingham-Illinois
622,17051,Fayette County,Illinois,Fayette-Illinois
623,17053,Ford County,Illinois,Ford-Illinois
624,17055,Franklin County,Illinois,Franklin-Illinois
625,17057,Fulton County,Illinois,Fulton-Illinois
626,17059,Gallatin County,Illinois,Gallatin-Illinois
627,17061,Greene County,Illinois,Greene-Illinois
628,17063,Grundy County,Illinois,Grundy-Illinois
629,17065,Hamilton County,Illinois,Hamilton-Illinois
630,17067,Hancock County,Illinois,Hancock-Illinois
631,17069,Hardin County,Illinois,Hardin-Illinois
632,17071,Henderson County,Illinois,Henderson-Illinois
633,17073,Henry County,Illinois,Henry-Illinois
634,17075,Iroquois County,Illinois,Iroquois-Illinois
635,17077,Jackson County,Illinois,Jackson-Illinois
636,17079,Jasper County,Illinois,Jasper-Illinois
637,17081,Jefferson County,Illinois,Jefferson-Illinois
638,17083,Jersey County,Illinois,Jersey-Illinois
639,17085,Jo Daviess County,Illinois,Jo Daviess-Illinois
640,17087,Johnson County,Illinois,Johnson-Illinois
641,17089,Kane County,Illinois,Kane-Illinois
642,17091,Kankakee County,Illinois,Kankakee-Illinois
643,17093,Kendall County,Illinois,Kendall-Illinois
644,17095,Knox County,Illinois,Knox-Illinois
645,17097,Lake County,Illinois,Lake-Illinois
646,17099,LaSalle County,Illinois,LaSalle-Illinois
647,17101,Lawrence County,Illinois,Lawrence-Illinois
648,17103,Lee County,Illinois,Lee-Illinois
649,17105,Livingston County,Illinois,Livingston-Illinois
650,17107,Logan County,Illinois,Logan-Illinois
651,17109,McDonough County,Illinois,McDonough-Illinois
652,17111,McHenry County,Illinois,McHenry-Illinois
653,17113,McLean County,Illinois,McLean-Illinois
654,17115,Macon County,Illinois,Macon-Illinois
655,17117,Macoupin County,Illinois,Macoupin-Illinois
656,17119,Madison County,Illinois,Madison-Illinois
657,17121,Marion County,Illinois,Marion-Illinois
658,17123,Marshall County,Illinois,Marshall-Illinois
659,17125,Mason County,Illinois,Mason-Illinois
660,17127,Massac County,Illinois,Massac-Illinois
661,17129,Menard County,Illinois,Menard-Illinois
662,17131,Mercer County,Illinois,Mercer-Illinois
663,17133,Monroe County,Illinois,Monroe-Illinois
664,17135,Montgomery County,Illinois,Montgomery-Illinois
665,17137,Morgan County,Illinois,Morgan-Illinois
666,17139,Moultrie County,Illinois,Moultrie-Illinois
667,17141,Ogle County,Illinois,Ogle-Illinois
668,17143,Peoria County,Illinois,Peoria-Illinois
669,17145,Perry County,Illinois,Perry-Illinois
670,17147,Piatt County,Illinois,Piatt-Illinois
671,17149,Pike County,Illinois,Pike-Illinois
672,17151,Pope County,Illinois,Pope-Illinois
673,17153,Pulaski County,Illinois,Pulaski-Illinois
674,17155,Putnam County,Illinois,Putnam-Illinois
675,17157,Randolph County,Illinois,Randolph-Illinois
676,17159,Richland County,Illinois,Richland-Illinois
677,17161,Rock Island County,Illinois,Rock Island-Illinois
678,17163,St. Clair County,Illinois,St. Clair-Illinois
679,17165,Saline County,Illinois,Saline-Illinois
680,17167,Sangamon County,Illinois,Sangamon-Illinois
681,17169,Schuyler County,Illinois,Schuyler-Illinois
682,17171,Scott County,Illinois,Scott-Illinois
683,17173,Shelby County,Illinois,Shelby-Illinois
684,17175,Stark County,Illinois,Stark-Illinois
685,17177,Stephenson County,Illinois,Stephenson-Illinois
686,17179,Tazewell County,Illinois,Tazewell-Illinois
687,17181,Union County,Illinois,Union-Illinois
688,17183,Vermilion County,Illinois,Vermilion-Illinois
689,17185,Wabash County,Illinois,Wabash-Illinois
690,17187,Warren County,Illinois,Warren-Illinois
691,17189,Washington County,Illinois,Washington-Illinois
692,17191,Wayne County,Illinois,Wayne-Illinois
693,17193,White County,Illinois,White-Illinois
694,17195,Whiteside County,Illinois,Whiteside-Illinois
695,17197,Will County,Illinois,Will-Illinois
696,17199,Williamson County,Illinois,Williamson-Illinois
697,17201,Winnebago County,Illinois,Winnebago-Illinois
698,17203,Woodford County,Illinois,Woodford-Illinois
699,18001,Adams County,Indiana,Adams-Indiana
700,18003,Allen County,Indiana,Allen-Indiana
701,18005,Bartholomew County,Indiana,Bartholomew-Indiana
702,18007,Benton County,Indiana,Benton-Indiana
703,18009,Blackford County,Indiana,Blackford-Indiana
704,18011,Boone County,Indiana,Boone-Indiana
705,18013,Brown County,Indiana,Brown-Indiana
706,18015,Carroll County,Indiana,Carroll-Indiana
707,18017,Cass County,Indiana,Cass-Indiana
708,18019,Clark County,Indiana,Clark-Indiana
709,18021,Clay County,Indiana,Clay-Indiana
710,18023,Clinton County,Indiana,Clinton-Indiana
711,18025,Crawford County,Indiana,Crawford-Indiana
712,18027,Daviess County,Indiana,Daviess-Indiana
713,18029,Dearborn County,Indiana,Dearborn-Indiana
714,18031,Decatur County,Indiana,Decatur-Indiana
715,18033,DeKalb County,Indiana,DeKalb-Indiana
716,18035,Delaware County,Indiana,Delaware-Indiana
717,18037,Dubois County,Indiana,Dubois-Indiana
718,18039,Elkhart County,Indiana,Elkhart-Indiana
719,18041,Fayette County,Indiana,Fayette-Indiana
720,18043,Floyd County,Indiana,Floyd-Indiana
721,18045,Fountain County,Indiana,Fountain-Indiana
722,18047,Franklin County,Indiana,Franklin-Indiana
723,18049,Fulton County,Indiana,Fulton-Indiana
724,18051,Gibson County,Indiana,Gibson-Indiana
725,18053,Grant County,Indiana,Grant-Indiana
726,18055,Greene County,Indiana,Greene-Indiana
727,18057,Hamilton County,Indiana,Hamilton-Indiana
728,18059,Hancock County,Indiana,Hancock-Indiana
729,18061,Harrison County,Indiana,Harrison-Indiana
730,18063,Hendricks County,Indiana,Hendricks-Indiana
731,18065,Henry County,Indiana,Henry-Indiana
732,18067,Howard County,Indiana,Howard-Indiana
733,18069,Huntington County,Indiana,Huntington-Indiana
734,18071,Jackson County,Indiana,Jackson-Indiana
735,18073,Jasper County,Indiana,Jasper-Indiana
736,18075,Jay County,Indiana,Jay-Indiana
737,18077,Jefferson County,Indiana,Jefferson-Indiana
738,18079,Jennings County,Indiana,Jennings-Indiana
739,18081,Johnson County,Indiana,Johnson-Indiana
740,18083,Knox County,Indiana,Knox-Indiana
741,18085,Kosciusko County,Indiana,Kosciusko-Indiana
742,18087,LaGrange County,Indiana,LaGrange-Indiana
743,18089,Lake County,Indiana,Lake-Indiana
744,18091,LaPorte County,Indiana,LaPorte-Indiana
745,18093,Lawrence County,Indiana,Lawrence-Indiana
746,18095,Madison County,Indiana,Madison-Indiana
747,18097,Marion County,Indiana,Marion-Indiana
748,18099,Marshall County,Indiana,Marshall-Indiana
749,18101,Martin County,Indiana,Martin-Indiana
750,18103,Miami County,Indiana,Miami-Indiana
751,18105,Monroe County,Indiana,Monroe-Indiana
752,18107,Montgomery County,Indiana,Montgomery-Indiana
753,18109,Morgan County,Indiana,Morgan-Indiana
754,18111,Newton County,Indiana,Newton-Indiana
755,18113,Noble County,Indiana,Noble-Indiana
756,18115,Ohio County,Indiana,Ohio-Indiana
757,18117,Orange County,Indiana,Orange-Indiana
758,18119,Owen County,Indiana,Owen-Indiana
759,18121,Parke County,Indiana,Parke-Indiana
760,18123,Perry County,Indiana,Perry-Indiana
761,18125,Pike County,Indiana,Pike-Indiana
762,18127,Porter County,Indiana,Porter-Indiana
763,18129,Posey County,Indiana,Posey-Indiana
764,18131,Pulaski County,Indiana,Pulaski-Indiana
765,18133,Putnam County,Indiana,Putnam-Indiana
766,18135,Randolph County,Indiana,Randolph-Indiana
767,18137,Ripley County,Indiana,Ripley-Indiana
768,18139,Rush County,Indiana,Rush-Indiana
769,18141,St. Joseph County,Indiana,St. Joseph-Indiana
770,18143,Scott County,Indiana,Scott-Indiana
771,18145,Shelby County,Indiana,Shelby-Indiana
772,18147,Spencer County,Indiana,Spencer-Indiana
773,18149,Starke County,Indiana,Starke-Indiana
774,18151,Steuben County,Indiana,Steuben-Indiana
775,18153,Sullivan County,Indiana,Sullivan-Indiana
776,18155,Switzerland County,Indiana,Switzerland-Indiana
777,18157,Tippecanoe County,Indiana,Tippecanoe-Indiana
778,18159,Tipton County,Indiana,Tipton-Indiana
779,18161,Union County,Indiana,Union-Indiana
780,18163,Vanderburgh County,Indiana,Vanderburgh-Indiana
781,18165,Vermillion County,Indiana,Vermillion-Indiana
782,18167,Vigo County,Indiana,Vigo-Indiana
783,18169,Wabash County,Indiana,Wabash-Indiana
784,18171,Warren County,Indiana,Warren-Indiana
785,18173,Warrick County,Indiana,Warrick-Indiana
786,18175,Washington County,Indiana,Washington-Indiana
787,18177,Wayne County,Indiana,Wayne-Indiana
788,18179,Wells County,Indiana,Wells-Indiana
789,18181,White County,Indiana,White-Indiana
790,18183,Whitley County,Indiana,Whitley-Indiana
791,19001,Adair County,Iowa,Adair-Iowa
792,19003,Adams County,Iowa,Adams-Iowa
793,19005,Allamakee County,Iowa,Allamakee-Iowa
794,19007,Appanoose County,Iowa,Appanoose-Iowa
795,19009,Audubon County,Iowa,Audubon-Iowa
796,19011,Benton County,Iowa,Benton-Iowa
797,19013,Black Hawk County,Iowa,Black Hawk-Iowa
798,19015,Boone County,Iowa,Boone-Iowa
799,19017,Bremer County,Iowa,Bremer-Iowa
800,19019,Buchanan County,Iowa,Buchanan-Iowa
801,19021,Buena Vista County,Iowa,Buena Vista-Iowa
802,19023,Butler County,Iowa,Butler-Iowa
803,19025,Calhoun County,Iowa,Calhoun-Iowa
804,19027,Carroll County,Iowa,Carroll-Iowa
805,19029,Cass County,Iowa,Cass-Iowa
806,19031,Cedar County,Iowa,Cedar-Iowa
807,19033,Cerro Gordo County,Iowa,Cerro Gordo-Iowa
808,19035,Cherokee County,Iowa,Cherokee-Iowa
809,19037,Chickasaw County,Iowa,Chickasaw-Iowa
810,19039,Clarke County,Iowa,Clarke-Iowa
811,19041,Clay County,Iowa,Clay-Iowa
812,19043,Clayton County,Iowa,Clayton-Iowa
813,19045,Clinton County,Iowa,Clinton-Iowa
814,19047,Crawford County,Iowa,Crawford-Iowa
815,19049,Dallas County,Iowa,Dallas-Iowa
816,19051,Davis County,Iowa,Davis-Iowa
817,19053,Decatur County,Iowa,Decatur-Iowa
818,19055,Delaware County,Iowa,Delaware-Iowa
819,19057,Des Moines County,Iowa,Des Moines-Iowa
820,19059,Dickinson County,Iowa,Dickinson-Iowa
821,19061,Dubuque County,Iowa,Dubuque-Iowa
822,19063,Emmet County,Iowa,Emmet-Iowa
823,19065,Fayette County,Iowa,Fayette-Iowa
824,19067,Floyd County,Iowa,Floyd-Iowa
825,19069,Franklin County,Iowa,Franklin-Iowa
826,19071,Fremont County,Iowa,Fremont-Iowa
827,19073,Greene County,Iowa,Greene-Iowa
828,19075,Grundy County,Iowa,Grundy-Iowa
829,19077,Guthrie County,Iowa,Guthrie-Iowa
830,19079,Hamilton County,Iowa,Hamilton-Iowa
831,19081,Hancock County,Iowa,Hancock-Iowa
832,19083,Hardin County,Iowa,Hardin-Iowa
833,19085,Harrison County,Iowa,Harrison-Iowa
834,19087,Henry County,Iowa,Henry-Iowa
835,19089,Howard County,Iowa,Howard-Iowa
836,19091,Humboldt County,Iowa,Humboldt-Iowa
837,19093,Ida County,Iowa,Ida-Iowa
838,19095,Iowa County,Iowa,Iowa-Iowa
839,19097,Jackson County,Iowa,Jackson-Iowa
840,19099,Jasper County,Iowa,Jasper-Iowa
841,19101,Jefferson County,Iowa,Jefferson-Iowa
842,19103,Johnson County,Iowa,Johnson-Iowa
843,19105,Jones County,Iowa,Jones-Iowa
844,19107,Keokuk County,Iowa,Keokuk-Iowa
845,19109,Kossuth County,Iowa,Kossuth-Iowa
846,19111,Lee County,Iowa,Lee-Iowa
847,19113,Linn County,Iowa,Linn-Iowa
848,19115,Louisa County,Iowa,Louisa-Iowa
849,19117,Lucas County,Iowa,Lucas-Iowa
850,19119,Lyon County,Iowa,Lyon-Iowa
851,19121,Madison County,Iowa,Madison-Iowa
852,19123,Mahaska County,Iowa,Mahaska-Iowa
853,19125,Marion County,Iowa,Marion-Iowa
854,19127,Marshall County,Iowa,Marshall-Iowa
855,19129,Mills County,Iowa,Mills-Iowa
856,19131,Mitchell County,Iowa,Mitchell-Iowa
857,19133,Monona County,Iowa,Monona-Iowa
858,19135,Monroe County,Iowa,Monroe-Iowa
859,19137,Montgomery County,Iowa,Montgomery-Iowa
860,19139,Muscatine County,Iowa,Muscatine-Iowa
861,19141,O'Brien County,Iowa,O'Brien-Iowa
862,19143,Osceola County,Iowa,Osceola-Iowa
863,19145,Page County,Iowa,Page-Iowa
864,19147,Palo Alto County,Iowa,Palo Alto-Iowa
865,19149,Plymouth County,Iowa,Plymouth-Iowa
866,19151,Pocahontas County,Iowa,Pocahontas-Iowa
867,19153,Polk County,Iowa,Polk-Iowa
868,19155,Pottawattamie County,Iowa,Pottawattamie-Iowa
869,19157,Poweshiek County,Iowa,Poweshiek-Iowa
870,19159,Ringgold County,Iowa,Ringgold-Iowa
871,19161,Sac County,Iowa,Sac-Iowa
872,19163,Scott County,Iowa,Scott-Iowa
873,19165,Shelby County,Iowa,Shelby-Iowa
874,19167,Sioux County,Iowa,Sioux-Iowa
875,19169,Story County,Iowa,Story-Iowa
876,19171,Tama County,Iowa,Tama-Iowa
877,19173,Taylor County,Iowa,Taylor-Iowa
878,19175,Union County,Iowa,Union-Iowa
879,19177,Van Buren County,Iowa,Van Buren-Iowa
880,19179,Wapello County,Iowa,Wapello-Iowa
881,19181,Warren County,Iowa,Warren-Iowa
882,19183,Washington County,Iowa,Washington-Iowa
883,19185,Wayne County,Iowa,Wayne-Iowa
884,19187,Webster County,Iowa,Webster-Iowa
885,19189,Winnebago County,Iowa,Winnebago-Iowa
886,19191,Winneshiek County,Iowa,Winneshiek-Iowa
887,19193,Woodbury County,Iowa,Woodbury-Iowa
888,19195,Worth County,Iowa,Worth-Iowa
889,19197,Wright County,Iowa,Wright-Iowa
890,20001,Allen County,Kansas,Allen-Kansas
891,20003,Anderson County,Kansas,Anderson-Kansas
892,20005,Atchison County,Kansas,Atchison-Kansas
893,20007,Barber County,Kansas,Barber-Kansas
894,20009,Barton County,Kansas,Barton-Kansas
895,20011,Bourbon County,Kansas,Bourbon-Kansas
896,20013,Brown County,Kansas,Brown-Kansas
897,20015,Butler County,Kansas,Butler-Kansas
898,20017,Chase County,Kansas,Chase-Kansas
899,20019,Chautauqua County,Kansas,Chautauqua-Kansas
900,20021,Cherokee County,Kansas,Cherokee-Kansas
901,20023,Cheyenne County,Kansas,Cheyenne-Kansas
902,20025,Clark County,Kansas,Clark-Kansas
903,20027,Clay County,Kansas,Clay-Kansas
904,20029,Cloud County,Kansas,Cloud-Kansas
905,20031,Coffey County,Kansas,Coffey-Kansas
906,20033,Comanche County,Kansas,Comanche-Kansas
907,20035,Cowley County,Kansas,Cowley-Kansas
908,20037,Crawford County,Kansas,Crawford-Kansas
909,20039,Decatur County,Kansas,Decatur-Kansas
910,20041,Dickinson County,Kansas,Dickinson-Kansas
911,20043,Doniphan County,Kansas,Doniphan-Kansas
912,20045,Douglas County,Kansas,Douglas-Kansas
913,20047,Edwards County,Kansas,Edwards-Kansas
914,20049,Elk County,Kansas,Elk-Kansas
915,20051,Ellis County,Kansas,Ellis-Kansas
916,20053,Ellsworth County,Kansas,Ellsworth-Kansas
917,20055,Finney County,Kansas,Finney-Kansas
918,20057,Ford County,Kansas,Ford-Kansas
919,20059,Franklin County,Kansas,Franklin-Kansas
920,20061,Geary County,Kansas,Geary-Kansas
921,20063,Gove County,Kansas,Gove-Kansas
922,20065,Graham County,Kansas,Graham-Kansas
923,20067,Grant County,Kansas,Grant-Kansas
924,20069,Gray County,Kansas,Gray-Kansas
925,20071,Greeley County,Kansas,Greeley-Kansas
926,20073,Greenwood County,Kansas,Greenwood-Kansas
927,20075,Hamilton County,Kansas,Hamilton-Kansas
928,20077,Harper County,Kansas,Harper-Kansas
929,20079,Harvey County,Kansas,Harvey-Kansas
930,20081,Haskell County,Kansas,Haskell-Kansas
931,20083,Hodgeman County,Kansas,Hodgeman-Kansas
932,20085,Jackson County,Kansas,Jackson-Kansas
933,20087,Jefferson County,Kansas,Jefferson-Kansas
934,20089,Jewell County,Kansas,Jewell-Kansas
935,20091,Johnson County,Kansas,Johnson-Kansas
936,20093,Kearny County,Kansas,Kearny-Kansas
937,20095,Kingman County,Kansas,Kingman-Kansas
938,20097,Kiowa County,Kansas,Kiowa-Kansas
939,20099,Labette County,Kansas,Labette-Kansas
940,20101,Lane County,Kansas,Lane-Kansas
941,20103,Leavenworth County,Kansas,Leavenworth-Kansas
942,20105,Lincoln County,Kansas,Lincoln-Kansas
943,20107,Linn County,Kansas,Linn-Kansas
944,20109,Logan County,Kansas,Logan-Kansas
945,20111,Lyon County,Kansas,Lyon-Kansas
946,20113,McPherson County,Kansas,McPherson-Kansas
947,20115,Marion County,Kansas,Marion-Kansas
948,20117,Marshall County,Kansas,Marshall-Kansas
949,20119,Meade County,Kansas,Meade-Kansas
950,20121,Miami County,Kansas,Miami-Kansas
951,20123,Mitchell County,Kansas,Mitchell-Kansas
952,20125,Montgomery County,Kansas,Montgomery-Kansas
953,20127,Morris County,Kansas,Morris-Kansas
954,20129,Morton County,Kansas,Morton-Kansas
955,20131,Nemaha County,Kansas,Nemaha-Kansas
956,20133,Neosho County,Kansas,Neosho-Kansas
957,20135,Ness County,Kansas,Ness-Kansas
958,20137,Norton County,Kansas,Norton-Kansas
959,20139,Osage County,Kansas,Osage-Kansas
960,20141,Osborne County,Kansas,Osborne-Kansas
961,20143,Ottawa County,Kansas,Ottawa-Kansas
962,20145,Pawnee County,Kansas,Pawnee-Kansas
963,20147,Phillips County,Kansas,Phillips-Kansas
964,20149,Pottawatomie County,Kansas,Pottawatomie-Kansas
965,20151,Pratt County,Kansas,Pratt-Kansas
966,20153,Rawlins County,Kansas,Rawlins-Kansas
967,20155,Reno County,Kansas,Reno-Kansas
968,20157,Republic County,Kansas,Republic-Kansas
969,20159,Rice County,Kansas,Rice-Kansas
970,20161,Riley County,Kansas,Riley-Kansas
971,20163,Rooks County,Kansas,Rooks-Kansas
972,20165,Rush County,Kansas,Rush-Kansas
973,20167,Russell County,Kansas,Russell-Kansas
974,20169,Saline County,Kansas,Saline-Kansas
975,20171,Scott County,Kansas,Scott-Kansas
976,20173,Sedgwick County,Kansas,Sedgwick-Kansas
977,20175,Seward County,Kansas,Seward-Kansas
978,20177,Shawnee County,Kansas,Shawnee-Kansas
979,20179,Sheridan County,Kansas,Sheridan-Kansas
980,20181,Sherman County,Kansas,Sherman-Kansas
981,20183,Smith County,Kansas,Smith-Kansas
982,20185,Stafford County,Kansas,Stafford-Kansas
983,20187,Stanton County,Kansas,Stanton-Kansas
984,20189,Stevens County,Kansas,Stevens-Kansas
985,20191,Sumner County,Kansas,Sumner-Kansas
986,20193,Thomas County,Kansas,Thomas-Kansas
987,20195,Trego County,Kansas,Trego-Kansas
988,20197,Wabaunsee County,Kansas,Wabaunsee-Kansas
989,20199,Wallace County,Kansas,Wallace-Kansas
990,20201,Washington County,Kansas,Washington-Kansas
991,20203,Wichita County,Kansas,Wichita-Kansas
992,20205,Wilson County,Kansas,Wilson-Kansas
993,20207,Woodson County,Kansas,Woodson-Kansas
994,20209,Wyandotte County,Kansas,Wyandotte-Kansas
995,21001,Adair County,Kentucky,Adair-Kentucky
996,21003,Allen County,Kentucky,Allen-Kentucky
997,21005,Anderson County,Kentucky,Anderson-Kentucky
998,21007,Ballard County,Kentucky,Ballard-Kentucky
999,21009,Barren County,Kentucky,Barren-Kentucky
1000,21011,Bath County,Kentucky,Bath-Kentucky
1001,21013,Bell County,Kentucky,Bell-Kentucky
1002,21015,Boone County,Kentucky,Boone-Kentucky
1003,21017,Bourbon County,Kentucky,Bourbon-Kentucky
1004,21019,Boyd County,Kentucky,Boyd-Kentucky
1005,21021,Boyle County,Kentucky,Boyle-Kentucky
1006,21023,Bracken County,Kentucky,Bracken-Kentucky
1007,21025,Breathitt County,Kentucky,Breathitt-Kentucky
1008,21027,Breckinridge County,Kentucky,Breckinridge-Kentucky
1009,21029,Bullitt County,Kentucky,Bullitt-Kentucky
1010,21031,Butler County,Kentucky,Butler-Kentucky
1011,21033,Caldwell County,Kentucky,Caldwell-Kentucky
1012,21035,Calloway County,Kentucky,Calloway-Kentucky
1013,21037,Campbell County,Kentucky,Campbell-Kentucky
1014,21039,Carlisle County,Kentucky,Carlisle-Kentucky
1015,21041,Carroll County,Kentucky,Carroll-Kentucky
1016,21043,Carter County,Kentucky,Carter-Kentucky
1017,21045,Casey County,Kentucky,Casey-Kentucky
1018,21047,Christian County,Kentucky,Christian-Kentucky
1019,21049,Clark County,Kentucky,Clark-Kentucky
1020,21051,Clay County,Kentucky,Clay-Kentucky
1021,21053,Clinton County,Kentucky,Clinton-Kentucky
1022,21055,Crittenden County,Kentucky,Crittenden-Kentucky
1023,21057,Cumberland County,Kentucky,Cumberland-Kentucky
1024,21059,Daviess County,Kentucky,Daviess-Kentucky
1025,21061,Edmonson County,Kentucky,Edmonson-Kentucky
1026,21063,Elliott County,Kentucky,Elliott-Kentucky
1027,21065,Estill County,Kentucky,Estill-Kentucky
1028,21067,Fayette County,Kentucky,Fayette-Kentucky
1029,21069,Fleming County,Kentucky,Fleming-Kentucky
1030,21071,Floyd County,Kentucky,Floyd-Kentucky
1031,21073,Franklin County,Kentucky,Franklin-Kentucky
1032,21075,Fulton County,Kentucky,Fulton-Kentucky
1033,21077,Gallatin County,Kentucky,Gallatin-Kentucky
1034,21079,Garrard County,Kentucky,Garrard-Kentucky
1035,21081,Grant County,Kentucky,Grant-Kentucky
1036,21083,Graves County,Kentucky,Graves-Kentucky
1037,21085,Grayson County,Kentucky,Grayson-Kentucky
1038,21087,Green County,Kentucky,Green-Kentucky
1039,21089,Greenup County,Kentucky,Greenup-Kentucky
1040,21091,Hancock County,Kentucky,Hancock-Kentucky
1041,21093,Hardin County,Kentucky,Hardin-Kentucky
1042,21095,Harlan County,Kentucky,Harlan-Kentucky
1043,21097,Harrison County,Kentucky,Harrison-Kentucky
1044,21099,Hart County,Kentucky,Hart-Kentucky
1045,21101,Henderson County,Kentucky,Henderson-Kentucky
1046,21103,Henry County,Kentucky,Henry-Kentucky
1047,21105,Hickman County,Kentucky,Hickman-Kentucky
1048,21107,Hopkins County,Kentucky,Hopkins-Kentucky
1049,21109,Jackson County,Kentucky,Jackson-Kentucky
1050,21111,Jefferson County,Kentucky,Jefferson-Kentucky
1051,21113,Jessamine County,Kentucky,Jessamine-Kentucky
1052,21115,Johnson County,Kentucky,Johnson-Kentucky
1053,21117,Kenton County,Kentucky,Kenton-Kentucky
1054,21119,Knott County,Kentucky,Knott-Kentucky
1055,21121,Knox County,Kentucky,Knox-Kentucky
1056,21123,Larue County,Kentucky,Larue-Kentucky
1057,21125,Laurel County,Kentucky,Laurel-Kentucky
1058,21127,Lawrence County,Kentucky,Lawrence-Kentucky
1059,21129,Lee County,Kentucky,Lee-Kentucky
1060,21131,Leslie County,Kentucky,Leslie-Kentucky
1061,21133,Letcher County,Kentucky,Letcher-Kentucky
1062,21135,Lewis County,Kentucky,Lewis-Kentucky
1063,21137,Lincoln County,Kentucky,Lincoln-Kentucky
1064,21139,Livingston County,Kentucky,Livingston-Kentucky
1065,21141,Logan County,Kentucky,Logan-Kentucky
1066,21143,Lyon County,Kentucky,Lyon-Kentucky
1067,21145,McCracken County,Kentucky,McCracken-Kentucky
1068,21147,McCreary County,Kentucky,McCreary-Kentucky
1069,21149,McLean County,Kentucky,McLean-Kentucky
